gene_nombre;fact_fecha;cpro_nombre;defa_cantidad_ent;defa_valor_uni;total_ent;ceco_nombre;capr_nombre;unid_nombre
MOLINA PALMA LUIS ALBERTO;18/5/2018;Yellow Fin+20;9.998;2475.000;24745.050;COMERCIALIZACION;PESCADO DE TERCEROS YELLOW FIN;Toneladas
DISTRIBUIDORA FLIPPER S.A;18/5/2018;Yellow Fin+20;30.184;2400.000;72441.600;COMERCIALIZACION;PESCADO DE TERCEROS YELLOW FIN;Toneladas
FISHING - SHRIMP S.A.;22/5/2018;Yellow Fin 7.5 - 20;6.174;2100.000;12965.400;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
FISHING - SHRIMP S.A.;24/5/2018;Big Eye  7.5 - 20;2.756;2100.000;5787.600;B/P JOSELITO - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
SUAREZ PALACIOS CESAR RAMON EMILIO;24/5/2018;Pescado Fresco Mediano;0.000;1250.000;0.000;COMERCIALIZACION;PESCADO CAPTURADO DORADO;Toneladas
GALAPESCA S.A;31/5/2018;Skip Jack  -3;0.582;1450.000;843.900;B/P ALDO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;31/5/2018;Skip Jack  3 - 4;1.864;1650.000;3075.600;B/P ALDO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;31/5/2018;Skip Jack  4 - 7.5;22.577;1850.000;41767.450;B/P ALDO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;31/5/2018;Skip Jack  7.5 - 20;86.895;1900.000;165100.500;B/P ALDO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;31/5/2018;Yellow Fin 7.5 - 20;5.413;1910.000;10338.830;B/P ALDO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;31/5/2018;Yellow Fin + 20;0.054;2300.000;124.200;B/P ALDO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;31/5/2018;Skip Jack  7.5 - 20;161.581;1900.000;307003.900;B/P ALDO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;31/5/2018;Skip Jack  -3;3.194;1450.000;4631.300;B/P ALDO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;31/5/2018;Yellow Fin 7.5 - 20;37.755;1910.000;72112.050;B/P ALDO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;31/5/2018;Skip Jack  3 - 4;6.026;1650.000;9942.900;B/P ALDO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;31/5/2018;Skip Jack  4 - 7.5;62.254;1850.000;115169.900;B/P ALDO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;31/5/2018;Yellow Fin + 20;0.625;2300.000;1437.500;B/P ALDO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
MENDEZ MEZA JONATHAN GUSTAVO;1/6/2018;Yellow Fin 7.5 - 20;1.246;2200.000;2741.200;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
MENDEZ MEZA JONATHAN GUSTAVO;1/6/2018;Big Eye +20;11.596;2300.000;26670.800;B/P JOSELITO - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
MENDEZ MEZA JONATHAN GUSTAVO;1/6/2018;Yellow Fin + 20;0.000;2400.000;0.000;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
MENDEZ MEZA JONATHAN GUSTAVO;1/6/2018;Yellow Fin + 20;0.223;2400.000;535.200;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GRUPO DEGFER CIA LTDA;1/6/2018;Big Eye +20;0.620;2300.000;1426.000;B/P GINO D - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
GRUPO DEGFER CIA LTDA;1/6/2018;Big Eye +20;0.023;2300.000;52.900;B/P GINO D - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
GALAPESCA S.A;1/6/2018;Skip Jack  7.5 - 20;77.172;1900.000;146626.800;B/P GINO D - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;1/6/2018;Yellow Fin  4 - 7.5;25.762;1850.000;47659.700;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;1/6/2018;Skip Jack  -3;9.748;1450.000;14134.600;B/P GINO D - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;1/6/2018;Yellow Fin 7.5 - 20;8.054;1910.000;15383.140;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;1/6/2018;Skip Jack  3 - 4;72.289;1650.000;119276.850;B/P GINO D - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;1/6/2018;Big Eye +20;7.910;2200.000;17402.000;B/P GINO D - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
GALAPESCA S.A;1/6/2018;Yellow Fin  3 - 4;18.456;1650.000;30452.400;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;1/6/2018;Big Eye -3;2.857;1450.000;4142.650;B/P GINO D - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
GALAPESCA S.A;1/6/2018;Skip Jack  4 - 7.5;113.176;1850.000;209375.600;B/P GINO D - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;1/6/2018;Big Eye 4 - 7.5;7.570;1850.000;14004.500;B/P GINO D - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
GALAPESCA S.A;1/6/2018;Yellow Fin -3;1.690;1450.000;2450.500;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;1/6/2018;Yellow Fin + 20;0.901;2300.000;2072.300;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;1/6/2018;Big Eye  7.5 - 20;39.748;1900.000;75521.200;B/P GINO D - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
GALAPESCA S.A;1/6/2018;Skip Jack  7.5 - 20;196.462;1900.000;373277.800;B/P DON MARIO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;1/6/2018;Yellow Fin  4 - 7.5;11.024;1850.000;20394.400;B/P DON MARIO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;1/6/2018;Skip Jack  -3;1.271;1450.000;1842.950;B/P DON MARIO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;1/6/2018;Yellow Fin 7.5 - 20;15.361;1910.000;29339.510;B/P DON MARIO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;1/6/2018;Skip Jack  3 - 4;16.651;1650.000;27474.150;B/P DON MARIO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;1/6/2018;Yellow Fin  3 - 4;5.297;1650.000;8740.050;B/P DON MARIO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;1/6/2018;Skip Jack  4 - 7.5;75.710;1850.000;140063.500;B/P DON MARIO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;1/6/2018;Yellow Fin -3;6.630;1450.000;9613.500;B/P DON MARIO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;1/6/2018;Yellow Fin + 20;0.235;2300.000;540.500;B/P DON MARIO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;1/6/2018;Skip Jack  7.5 - 20;68.651;1900.000;130436.900;B/P DON MARIO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;1/6/2018;Yellow Fin  4 - 7.5;12.329;1850.000;22808.650;B/P DON MARIO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;1/6/2018;Skip Jack  -3;0.493;1450.000;714.850;B/P DON MARIO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;1/6/2018;Yellow Fin 7.5 - 20;26.558;1910.000;50725.780;B/P DON MARIO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;1/6/2018;Skip Jack  3 - 4;3.270;1650.000;5395.500;B/P DON MARIO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;1/6/2018;Yellow Fin  3 - 4;3.997;1650.000;6595.050;B/P DON MARIO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;1/6/2018;Skip Jack  4 - 7.5;27.799;1850.000;51428.150;B/P DON MARIO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;1/6/2018;Yellow Fin -3;1.442;1450.000;2090.900;B/P DON MARIO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
PROMOPESCA;4/6/2018;Skip Jack  7.5 - 20;18.360;1850.000;33966.000;B/P JOSELITO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
PROMOPESCA;4/6/2018;Yellow Fin  4 - 7.5;13.655;1800.000;24579.000;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
PROMOPESCA;4/6/2018;Skip Jack  -3;9.960;1400.000;13944.000;B/P JOSELITO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
PROMOPESCA;4/6/2018;Skip Jack  3 - 4;14.586;1600.000;23337.600;B/P JOSELITO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
PROMOPESCA;4/6/2018;Yellow Fin  3 - 4;12.933;1600.000;20692.800;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
PROMOPESCA;4/6/2018;Skip Jack  4 - 7.5;74.988;1800.000;134978.400;B/P JOSELITO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
PROMOPESCA;4/6/2018;Yellow Fin -3;6.967;1400.000;9753.800;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
PROMOPESCA;4/6/2018;Botellita;0.000;450.000;0.000;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
PROMOPESCA;4/6/2018;Pataseca;0.000;900.000;0.000;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;7/6/2018;Skip Jack  7.5 - 20;103.722;1900.000;197071.800;B/P GINO D - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;7/6/2018;Yellow Fin  4 - 7.5;5.040;1850.000;9324.000;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;7/6/2018;Skip Jack  -3;2.539;1450.000;3681.550;B/P GINO D - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;7/6/2018;Yellow Fin 7.5 - 20;5.262;1910.000;10050.420;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;7/6/2018;Skip Jack  3 - 4;7.354;1650.000;12134.100;B/P GINO D - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;7/6/2018;Skip Jack  4 - 7.5;13.221;1850.000;24458.850;B/P GINO D - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;7/6/2018;Yellow Fin -3;1.714;1450.000;2485.300;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;1/6/2018;Yellow Fin  4 - 7.5;1.264;1750.000;2212.000;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;1/6/2018;Skip Jack  -3;4.946;1350.000;6677.100;B/P GINO D - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;1/6/2018;Skip Jack  3 - 4;12.952;1550.000;20075.600;B/P GINO D - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;1/6/2018;Skip Jack  4 - 7.5;10.038;1750.000;17566.500;B/P GINO D - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;1/6/2018;Skip Jack  3 - 4;1.385;1500.000;2077.500;B/P GINO D - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GARCIA COBEÃ‘A LIDER GUSTAVO RAMON;11/6/2018;Yellow Fin + 20;3.158;2400.000;7579.200;B/P LUCIA T - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
FISHING - SHRIMP S.A.;13/6/2018;Yellow Fin 7.5 - 20;8.114;2100.000;17039.400;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;1/6/2018;Yellow Fin -3;2.380;1350.000;3213.000;B/P DON MARIO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
PROMOPESCA;10/7/2018;Yellow Fin  4 - 7.5;13.140;1650.000;21681.000;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
PROMOPESCA;10/7/2018;Yellow Fin  3 - 4;12.861;1450.000;18648.450;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
PROMOPESCA;10/7/2018;Yellow Fin -3;6.656;1250.000;8320.000;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
PROMOPESCA;10/7/2018;Skip Jack  -3;24.519;1250.000;30648.750;B/P JOSELITO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
PROMOPESCA;10/7/2018;Skip Jack  3 - 4;3.777;1450.000;5476.650;B/P JOSELITO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
PROMOPESCA;10/7/2018;Skip Jack  4 - 7.5;38.811;1650.000;64038.150;B/P JOSELITO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
PROMOPESCA;10/7/2018;Big Eye 4 - 7.5;1.248;1650.000;2059.200;B/P JOSELITO - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
PROMOPESCA;10/7/2018;Skip Jack  -3;1.745;1180.000;2059.100;B/P JOSELITO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
PROMOPESCA;10/7/2018;Yellow Fin -3;2.598;1180.000;3065.640;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
PROMOPESCA;10/7/2018;Skip Jack  3 - 4;0.236;1380.000;325.680;B/P JOSELITO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
PROMOPESCA;10/7/2018;Skip Jack  7.5 - 20;42.740;1700.000;72658.000;B/P JOSELITO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GARCIA COBEÃ‘A LIDER GUSTAVO RAMON;24/7/2018;Yellow Fin + 20;3.158;2400.000;7579.200;B/P LUCIA T - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GARCIA COBEÃ‘A LIDER GUSTAVO RAMON;24/7/2018;Big Eye  7.5 - 20;2.418;2000.000;4836.000;B/P JOSELITO - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
GARCIA COBEÃ‘A LIDER GUSTAVO RAMON;24/7/2018;Yellow Fin 7.5 - 20;4.374;2000.000;8748.000;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GARCIA COBEÃ‘A LIDER GUSTAVO RAMON;24/7/2018;Yellow Fin + 20;3.158;2400.000;7579.200;B/P LUCIA T - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
MENDEZ MEZA JONATHAN GUSTAVO;27/7/2018;Yellow Fin + 20;0.000;2500.000;0.000;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
MENDEZ MEZA JONATHAN GUSTAVO;27/7/2018;Big Eye +20;9.214;2350.000;21652.900;B/P JOSELITO - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
MENDEZ MEZA JONATHAN GUSTAVO;27/7/2018;Yellow Fin + 20;0.000;2500.000;0.000;B/P LUCIA T - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
MENDEZ MEZA JONATHAN GUSTAVO;27/7/2018;Big Eye +20;22.893;2350.000;53798.550;B/P LUCIA T - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
GALAPESCA S.A;30/7/2018;Yellow Fin -3;9.981;1250.000;12476.250;B/P LUCIA T - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;30/7/2018;Skip Jack  7.5 - 20;89.154;1700.000;151561.800;B/P LUCIA T - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;30/7/2018;Yellow Fin 7.5 - 20;19.436;1710.000;33235.560;B/P LUCIA T - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;30/7/2018;Big Eye 4 - 7.5;1.144;1550.000;1773.200;B/P LUCIA T - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
GALAPESCA S.A;30/7/2018;Skip Jack  -3;30.016;1250.000;37520.000;B/P LUCIA T - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;30/7/2018;Skip Jack  3 - 4;5.664;1450.000;8212.800;B/P LUCIA T - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;30/7/2018;Skip Jack  4 - 7.5;23.650;1650.000;39022.500;B/P LUCIA T - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;30/7/2018;Big Eye  7.5 - 20;1.649;1700.000;2803.300;B/P LUCIA T - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
GALAPESCA S.A;30/7/2018;Yellow Fin  3 - 4;11.571;1450.000;16777.950;B/P LUCIA T - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;30/7/2018;Yellow Fin  4 - 7.5;27.624;1650.000;45579.600;B/P LUCIA T - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;30/7/2018;Yellow Fin -3;3.984;1150.000;4581.600;B/P LUCIA T - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;30/7/2018;Yellow Fin -3;1.317;1100.000;1448.700;B/P LUCIA T - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;30/7/2018;Yellow Fin  3 - 4;5.161;1350.000;6967.350;B/P LUCIA T - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;30/7/2018;Yellow Fin  4 - 7.5;1.134;1550.000;1757.700;B/P LUCIA T - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;30/7/2018;Skip Jack  -3;5.168;1150.000;5943.200;B/P LUCIA T - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;30/7/2018;Skip Jack  4 - 7.5;4.795;1550.000;7432.250;B/P LUCIA T - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;30/7/2018;Yellow Fin  3 - 4;1.879;1450.000;2724.550;B/P LUCIA T - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;30/7/2018;Yellow Fin  4 - 7.5;6.193;1650.000;10218.450;B/P LUCIA T - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;30/7/2018;Yellow Fin 7.5 - 20;0.837;1700.000;1422.900;B/P LUCIA T - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;30/7/2018;Yellow Fin -3;0.931;1250.000;1163.750;B/P LUCIA T - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;30/7/2018;Skip Jack  7.5 - 20;3.674;1700.000;6245.800;B/P LUCIA T - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;30/7/2018;Skip Jack  -3;0.435;1250.000;543.750;B/P LUCIA T - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;30/7/2018;Skip Jack  3 - 4;1.280;1450.000;1856.000;B/P LUCIA T - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;30/7/2018;Skip Jack  4 - 7.5;2.470;1650.000;4075.500;B/P LUCIA T - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
BRAVO BARRIONUEVO ANGEL GONZALO;6/8/2018;Big Eye +20;17.216;2350.000;40457.600;B/P ALDO - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
SALICA DEL ECUADOR S.A;14/8/2018;Yellow Fin 7.5 - 20;4.743;1955.000;9272.565;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
SALICA DEL ECUADOR S.A;14/8/2018;Yellow Fin -3;6.377;1275.000;8130.675;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
SALICA DEL ECUADOR S.A;14/8/2018;Skip Jack  7.5 - 20;72.296;1725.000;124710.600;B/P JOSELITO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
SALICA DEL ECUADOR S.A;14/8/2018;Skip Jack  -3;12.598;1275.000;16062.450;B/P JOSELITO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
SALICA DEL ECUADOR S.A;14/8/2018;Skip Jack  3 - 4;5.362;1475.000;7908.950;B/P JOSELITO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
SALICA DEL ECUADOR S.A;14/8/2018;Skip Jack  4 - 7.5;12.390;1675.000;20753.250;B/P JOSELITO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
SALICA DEL ECUADOR S.A;14/8/2018;Yellow Fin  3 - 4;7.656;1475.000;11292.600;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
SALICA DEL ECUADOR S.A;14/8/2018;Yellow Fin  4 - 7.5;5.840;1675.000;9782.000;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;20/8/2018;Yellow Fin 7.5 - 20;31.636;1710.000;54097.560;B/P ALDO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;20/8/2018;Yellow Fin + 20;17.231;2450.000;42215.950;B/P ALDO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;20/8/2018;Yellow Fin -3;2.639;1250.000;3298.750;B/P ALDO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;20/8/2018;Skip Jack  7.5 - 20;51.267;1700.000;87153.900;B/P ALDO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;20/8/2018;Yellow Fin  3 - 4;3.160;1450.000;4582.000;B/P ALDO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;20/8/2018;Skip Jack  3 - 4;1.383;1350.000;1867.050;B/P ALDO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;20/8/2018;Skip Jack  4 - 7.5;29.977;1650.000;49462.050;B/P ALDO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;20/8/2018;Skip Jack  3 - 4;0.787;1300.000;1023.100;B/P ALDO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;20/8/2018;Yellow Fin -3;0.971;1250.000;1213.750;B/P ALDO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;20/8/2018;Skip Jack  7.5 - 20;83.607;1700.000;142131.900;B/P ALDO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;20/8/2018;Yellow Fin  3 - 4;0.811;1350.000;1094.850;B/P ALDO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;20/8/2018;Yellow Fin 7.5 - 20;16.894;1710.000;28888.740;B/P ALDO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;20/8/2018;Yellow Fin + 20;2.590;2450.000;6345.500;B/P ALDO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;20/8/2018;Skip Jack  3 - 4;1.322;1450.000;1916.900;B/P ALDO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;20/8/2018;Skip Jack  4 - 7.5;23.281;1650.000;38413.650;B/P ALDO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;20/8/2018;Skip Jack  4 - 7.5;1.181;1550.000;1830.550;B/P ALDO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;20/8/2018;Skip Jack  3 - 4;0.719;1350.000;970.650;B/P ALDO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GARCIA COBEÃ‘A LIDER GUSTAVO RAMON;21/8/2018;Big Eye +20;1.917;2300.000;4409.100;B/P ALDO - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
GALAPESCA S.A;28/8/2018;Yellow Fin -3;5.474;1150.000;6295.100;B/P DON MARIO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;28/8/2018;Skip Jack  -3;15.432;1150.000;17746.800;B/P DON MARIO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;28/8/2018;Skip Jack  3 - 4;2.059;1450.000;2985.550;B/P DON MARIO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;28/8/2018;Skip Jack  4 - 7.5;5.764;1650.000;9510.600;B/P DON MARIO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;28/8/2018;Skip Jack  7.5 - 20;68.848;1700.000;117041.600;B/P DON MARIO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;28/8/2018;Yellow Fin  3 - 4;1.673;1450.000;2425.850;B/P DON MARIO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;28/8/2018;Yellow Fin  4 - 7.5;0.589;1650.000;971.850;B/P DON MARIO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;28/8/2018;Yellow Fin 7.5 - 20;5.241;1710.000;8962.110;B/P DON MARIO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;28/8/2018;Skip Jack  -3;41.582;1250.000;51977.500;B/P DON MARIO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;28/8/2018;Skip Jack  4 - 7.5;1.321;1550.000;2047.550;B/P DON MARIO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;28/8/2018;Yellow Fin -3;5.647;1250.000;7058.750;B/P DON MARIO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;28/8/2018;Skip Jack  -3;1.386;1150.000;1593.900;B/P DON MARIO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;28/8/2018;Skip Jack  3 - 4;23.049;1450.000;33421.050;B/P DON MARIO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;28/8/2018;Skip Jack  4 - 7.5;80.968;1650.000;133597.200;B/P DON MARIO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
